Record_ID,Camera_Node,Location_Name,GPS_Latitude,GPS_Longitude,Timestamp_IST,Vehicle_Classification,Detected_Make,Detected_Model,License_Plate,ANPR_Confidence_Pct,Vehicle_Color,Sharpness_Index,Sec65B_Integrity_Hash
5257,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:32:10.659545,Car,Unknown,Vehicle,UNREADABLE-CAM-016-86562,45.8%,Blue,1528.7,SHA256:F3E7F1AF20AC0D0B
5258,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:32:10.661952,Car,Unknown,Vehicle,UNREADABLE-CAM-016-56098,46.6%,Silver/Grey,427.0,SHA256:D71C3BC60A2709DD
5278,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:33:07.669577,Car,Unknown,Vehicle,UNREADABLE-CAM-016-41294,50.4%,Black,595.9,SHA256:8E384762239EC528
5279,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:33:07.673357,Car,Unknown,Vehicle,UNREADABLE-CAM-016-79297,47.6%,Silver/Grey,425.2,SHA256:A927A95B8D34204C
5280,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:33:07.675406,Car,Unknown,Vehicle,UNREADABLE-CAM-016-16603,48.6%,Blue,480.0,SHA256:05D50334B77429C9
5304,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:34:05.048426,Car,Unknown,Vehicle,UNREADABLE-CAM-016-63746,44.1%,Silver/Grey,2913.4,SHA256:C84BE0414A8FB356
5305,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:34:05.051025,Car,Unknown,Vehicle,UNREADABLE-CAM-016-19073,49.6%,Black,612.6,SHA256:F86839783FFF43D1
5332,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:35:02.682065,Car,Unknown,Vehicle,UNREADABLE-CAM-016-93425,51.7%,Silver/Grey,477.1,SHA256:D6518E2389739373
5333,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:35:02.684066,Car,Unknown,Vehicle,UNREADABLE-CAM-016-38968,48.9%,Black,525.9,SHA256:22DEE078EDF7F0E5
5374,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:36:00.686354,Car,Unknown,Vehicle,UNREADABLE-CAM-016-56914,50.3%,Silver/Grey,437.4,SHA256:50CB29C0CDF9256D
5375,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:36:00.689162,Car,Unknown,Vehicle,UNREADABLE-CAM-016-75719,50.5%,Black,430.7,SHA256:9439026796A3774F
5417,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:36:59.176920,Car,Unknown,Vehicle,UNREADABLE-CAM-016-19198,50.2%,Silver/Grey,449.1,SHA256:F7DE949FB1284860
5418,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:36:59.179897,Car,Unknown,Vehicle,UNREADABLE-CAM-016-33079,29.7%,Black,128.7,SHA256:32417C35E3BEEA48
5489,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:38:00.510309,Car,Unknown,Vehicle,UNREADABLE-CAM-016-76699,49.0%,Black,332.0,SHA256:05C71DA5406544F0
5490,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:38:00.513496,Car,Unknown,Vehicle,UNREADABLE-CAM-016-72186,47.4%,Silver/Grey,504.2,SHA256:AB14D1D0D400AEE6
5491,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:38:00.514821,Car,Unknown,Vehicle,UNREADABLE-CAM-016-33546,42.5%,Blue,976.9,SHA256:A30E0B8903057C38
5548,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:39:01.471198,Car,Unknown,Vehicle,UNREADABLE-CAM-016-53571,39.6%,Silver/Grey,946.3,SHA256:5EE5E624DAF0FB1B
5549,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:39:01.474535,Car,Unknown,Vehicle,UNREADABLE-CAM-016-29051,47.9%,Black,366.5,SHA256:6D5E2409D360280A
5620,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:40:03.097751,Car,Unknown,Vehicle,UNREADABLE-CAM-016-18814,47.4%,Black,290.6,SHA256:DD382EB005D55FB5
5621,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:40:03.100872,Car,Unknown,Vehicle,UNREADABLE-CAM-016-25943,48.5%,Silver/Grey,493.5,SHA256:B96D729618B5DCC6
5688,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:41:03.695808,Car,Unknown,Vehicle,UNREADABLE-CAM-016-59892,49.1%,Silver/Grey,254.2,SHA256:7DA4752E82A0CDF8
5689,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:41:03.698237,Car,Unknown,Vehicle,UNREADABLE-CAM-016-15748,47.4%,Black,270.8,SHA256:ADFEFE1BB86717CC
5739,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:42:02.388626,Car,Unknown,Vehicle,UNREADABLE-CAM-016-62053,46.9%,Silver/Grey,269.0,SHA256:0E4E0F5BCC13D81D
5740,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:42:02.391087,Car,Unknown,Vehicle,UNREADABLE-CAM-016-67482,49.2%,Black,263.5,SHA256:8E2A947AF63517D3
5779,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:43:00.095615,Car,Unknown,Vehicle,UNREADABLE-CAM-016-75155,44.5%,Silver/Grey,168.9,SHA256:8972AEF18DD6D5E5
5780,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:43:00.098639,Car,Unknown,Vehicle,UNREADABLE-CAM-016-77665,48.6%,Black,276.4,SHA256:3B994D18C43AE0F5
5799,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:43:57.048549,Car,Unknown,Vehicle,UNREADABLE-CAM-016-83666,46.6%,Blue,239.7,SHA256:DC0E967E09A5BAAA
5800,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:43:57.050282,Car,Unknown,Vehicle,UNREADABLE-CAM-016-92557,47.9%,Silver/Grey,321.1,SHA256:966C8CEAC327A562
5801,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:43:57.051833,Car,Unknown,Vehicle,UNREADABLE-CAM-016-68784,47.0%,Black,342.8,SHA256:AB44FA3CA728D228
5809,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:44:53.172208,Car,Unknown,Vehicle,UNREADABLE-CAM-016-13962,42.8%,Silver/Grey,147.1,SHA256:EB1E566A16BFC23C
5810,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:44:53.175122,Truck,Unknown,Vehicle,UNREADABLE-CAM-016-99631,40.1%,Silver/Grey,153.3,SHA256:9BAC47634AF985A1
5820,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:45:49.656541,Car,Unknown,Vehicle,UNREADABLE-CAM-016-18037,50.6%,Blue,252.3,SHA256:6CF637C047145C64
5832,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:46:46.616860,Car,Unknown,Vehicle,UNREADABLE-CAM-016-51543,49.5%,Green,316.6,SHA256:04427EB74A9AA788
5833,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:46:46.619854,Car,Unknown,Vehicle,UNREADABLE-CAM-016-39482,48.9%,Blue,249.4,SHA256:0C075AE1F3CFEDB4
5843,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:47:43.269287,Car,Unknown,Vehicle,UNREADABLE-CAM-016-53114,51.5%,Green,356.9,SHA256:88835A8054903ADD
5853,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:48:39.656018,Car,Unknown,Vehicle,UNREADABLE-CAM-016-61823,52.9%,Green,409.4,SHA256:7CDFDB2FC234C074
5865,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:49:36.187919,Car,Unknown,Vehicle,UNREADABLE-CAM-016-57794,48.6%,Green,346.3,SHA256:461C71E2E6D9CF4F
5902,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:50:33.631649,Car,Unknown,Vehicle,UNREADABLE-CAM-016-99512,49.1%,Green,244.0,SHA256:C1BD9CD75787F2B0
5981,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:51:34.567066,Car,Unknown,Vehicle,UNREADABLE-CAM-016-44756,53.0%,Green,284.3,SHA256:4FAB6A446B00B614
5982,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:51:34.569906,Truck,Unknown,Vehicle,UNREADABLE-CAM-016-16426,38.5%,Silver/Grey,84.1,SHA256:57D8E438FA4D416F
6072,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:52:35.650160,Car,Unknown,Vehicle,UNREADABLE-CAM-016-82314,52.7%,Yellow/Orange,280.4,SHA256:4EC4A6C8BF4A4354
6141,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:53:35.346554,Car,Unknown,Vehicle,UNREADABLE-CAM-016-28235,51.8%,Green,239.6,SHA256:0E9EC1350E1FE907
6142,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:53:35.349700,Car,Unknown,Vehicle,UNREADABLE-CAM-016-38744,35.1%,Maroon/Dark,2.9,SHA256:53B9C92B6DA4DB72
6173,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:54:32.740893,Car,Unknown,Vehicle,UNREADABLE-CAM-016-30533,48.2%,Green,267.7,SHA256:AA9B4E6031E5B2D9
6191,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:55:29.161309,Car,Unknown,Vehicle,UNREADABLE-CAM-016-79047,48.4%,Green,278.0,SHA256:F92A8416C58648C7
6201,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 08:56:25.351901,Car,Unknown,Vehicle,UNREADABLE-CAM-016-59710,45.3%,Green,229.4,SHA256:311259BE50CF2A55
6218,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:01:02.399307,Car,Unknown,Vehicle,UNREADABLE-CAM-016-40882,48.9%,White,284.8,SHA256:E4369C430B51A0F2
6219,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:01:02.402593,Car,Unknown,Vehicle,UNREADABLE-CAM-016-78824,47.3%,Green,212.4,SHA256:615CA36DC46BA5E6
6234,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:02:01.177140,Car,Unknown,Vehicle,UNREADABLE-CAM-016-28637,50.9%,White,283.8,SHA256:929F935565CBE7FC
6256,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:02:59.866516,Car,Unknown,Vehicle,UNREADABLE-CAM-016-77628,46.7%,White,235.2,SHA256:415C2BC29D8B384F
6257,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:02:59.869730,Car,Unknown,Vehicle,UNREADABLE-CAM-016-31593,47.3%,Green,244.9,SHA256:86B48D8DF1DD95CF
6290,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:04:00.134053,Car,Unknown,Vehicle,UNREADABLE-CAM-016-50916,43.5%,White,201.7,SHA256:387FF6302CC4707B
6366,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:05:59.565945,Car,Unknown,Vehicle,UNREADABLE-CAM-016-98283,49.0%,Blue,362.8,SHA256:929F1F44E9970258
6425,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:07:57.401376,Car,Unknown,Vehicle,UNREADABLE-CAM-016-68246,48.2%,Silver/Grey,321.1,SHA256:409DDF516C77F3A7
6426,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:07:57.404876,Car,Unknown,Vehicle,UNREADABLE-CAM-016-73248,46.8%,White,353.5,SHA256:896A2DEBD2DDBDB0
6446,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:08:55.777770,Car,Unknown,Vehicle,UNREADABLE-CAM-016-80309,43.9%,Silver/Grey,200.1,SHA256:98B5EDCC31AAF696
6473,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:09:54.891781,Car,Unknown,Vehicle,UNREADABLE-CAM-016-39605,37.1%,White,1801.0,SHA256:51EC1960BBEF8482
6474,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:09:54.895005,Car,Unknown,Vehicle,UNREADABLE-CAM-016-51070,47.7%,Blue,231.9,SHA256:1DCC41ABD10123BA
6475,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:09:54.896125,Car,Unknown,Vehicle,UNREADABLE-CAM-016-31858,47.4%,Blue,257.6,SHA256:2A127C63CCE4286D
6512,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:11:52.119166,Car,Unknown,Vehicle,UNREADABLE-CAM-016-93722,45.9%,Blue,233.5,SHA256:FFA6CEDB1BBD1732
6521,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:12:49.162965,Car,Unknown,Vehicle,UNREADABLE-CAM-016-25186,51.1%,Green,338.6,SHA256:2E1BD1D71A3BB0AB
6522,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:12:49.165520,Car,Unknown,Vehicle,UNREADABLE-CAM-016-88763,46.2%,Blue,242.5,SHA256:68FB4247A3DB5445
6549,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:13:47.628108,Pedestrian,N/A,Pedestrian,PEDESTRIAN-CAM-016-88487,58.9%,Silver/Grey,0.0,SHA256:AE0607423FCE3861
6550,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:13:47.632546,Car,Unknown,Vehicle,UNREADABLE-CAM-016-19510,48.4%,Blue,252.9,SHA256:586EA0FFD217990B
6551,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:13:47.634318,Car,Unknown,Vehicle,UNREADABLE-CAM-016-38306,43.5%,White,654.6,SHA256:B981CF8614297DF5
6582,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:14:46.942003,Car,Unknown,Vehicle,UNREADABLE-CAM-016-46384,50.9%,Silver/Grey,410.2,SHA256:01F8C23DC62B7C15
6583,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:14:46.944088,Car,Unknown,Vehicle,UNREADABLE-CAM-016-83188,47.3%,Blue,253.5,SHA256:33D3EEE5974D88C0
6634,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:15:48.959071,Car,Unknown,Vehicle,UNREADABLE-CAM-016-43976,48.4%,Silver/Grey,397.7,SHA256:6295BFB933466489
6635,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:15:48.961905,Car,Unknown,Vehicle,UNREADABLE-CAM-016-22169,46.8%,Blue,250.7,SHA256:61C436FF49CB6DA1
6636,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:15:48.963428,Car,Unknown,Vehicle,UNREADABLE-CAM-016-77395,47.5%,White,368.9,SHA256:93A01670EF7C67EC
6689,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:16:50.251830,Car,Unknown,Vehicle,UNREADABLE-CAM-016-53045,50.2%,Silver/Grey,329.2,SHA256:5071CCED07A1E66D
6690,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:16:50.254325,Car,Unknown,Vehicle,UNREADABLE-CAM-016-31077,46.5%,Blue,256.4,SHA256:AEDD1A89B364961A
6730,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:17:50.391700,Car,Unknown,Vehicle,UNREADABLE-CAM-016-91524,35.8%,Silver/Grey,1817.0,SHA256:6D1CDC690FA5B4B1
6731,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:17:50.395366,Car,Unknown,Vehicle,UNREADABLE-CAM-016-93588,48.1%,Blue,379.9,SHA256:1FED22319F901F4B
6762,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:18:49.529682,Car,Unknown,Vehicle,UNREADABLE-CAM-016-37897,49.7%,Silver/Grey,359.9,SHA256:3A5DB1AEF6FE7FEE
6763,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:18:49.532364,Car,Unknown,Vehicle,UNREADABLE-CAM-016-36022,49.7%,Blue,330.5,SHA256:E440F8A9C15DA3BE
6783,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:19:47.418071,Car,Unknown,Vehicle,UNREADABLE-CAM-016-87001,51.0%,Silver/Grey,442.5,SHA256:684F22B673709A0A
6808,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:20:45.562661,Car,Unknown,Vehicle,UNREADABLE-CAM-016-78754,50.9%,Silver/Grey,363.3,SHA256:6CAE0323278127B0
6840,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:21:44.416952,Car,Unknown,Vehicle,UNREADABLE-CAM-016-47740,52.0%,Silver/Grey,403.3,SHA256:5BD41D4379865E20
6841,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:21:44.418940,Car,Unknown,Vehicle,UNREADABLE-CAM-016-99649,41.6%,Maroon/Dark,88.1,SHA256:778DB235EC97B27B
6842,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:21:44.420386,Car,Unknown,Vehicle,UNREADABLE-CAM-016-83555,36.2%,Blue,79.6,SHA256:002901E32EE8673F
6861,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:22:42.817583,Car,Unknown,Vehicle,UNREADABLE-CAM-016-95291,50.9%,Silver/Grey,434.5,SHA256:A15AF4F449BE7EB8
6862,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:22:42.820041,Car,Unknown,Vehicle,UNREADABLE-CAM-016-22221,39.0%,Red,91.4,SHA256:A4F5AEDBB3A4B4D3
6899,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:23:46.478285,Scooter,Unknown,Vehicle,UNREADABLE-CAM-016-21527,47.2%,Green,1576.2,SHA256:47EF54021E149DAE
6900,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:23:46.481676,Scooter,Unknown,Vehicle,UNREADABLE-CAM-016-99761,53.8%,Silver/Grey,264.8,SHA256:213DEFB9A1439ED0
6901,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:23:46.483438,Car,Unknown,Vehicle,UNREADABLE-CAM-016-33503,38.9%,White,30.9,SHA256:EE6911AD1859AB44
6902,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:23:46.484478,Car,Unknown,Vehicle,UNREADABLE-CAM-016-57743,51.7%,Blue,1204.0,SHA256:5A4A0E0D898AD8DA
6903,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:23:46.485456,Car,Unknown,Vehicle,UNREADABLE-CAM-016-38326,50.4%,Blue,795.7,SHA256:F84E9D9BF160E7BB
6904,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:23:46.486337,Car,Unknown,Vehicle,UNREADABLE-CAM-016-43900,39.9%,Green,510.0,SHA256:B22816D62CBB336E
6905,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:23:46.489215,Car,Unknown,Vehicle,UNREADABLE-CAM-016-33744,43.7%,Silver/Grey,129.9,SHA256:6A4856FA0F558416
6906,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:23:46.490260,Car,Unknown,Vehicle,UNREADABLE-CAM-016-73550,48.0%,Blue,906.7,SHA256:DE918BB34BFE2AB6
6986,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:24:58.647200,Scooter,Unknown,Vehicle,UNREADABLE-CAM-016-67697,48.0%,Blue,2712.3,SHA256:74A8998F4F59543F
6987,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:24:58.651217,Scooter,Unknown,Vehicle,UNREADABLE-CAM-016-31127,54.7%,Silver/Grey,255.5,SHA256:B662E9D203A57ADB
6988,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:24:58.652911,Car,Unknown,Vehicle,UNREADABLE-CAM-016-85695,53.1%,Blue,1175.8,SHA256:37B9B5579D9B4856
6989,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:24:58.654341,Ambulance,Unknown,Vehicle,UNREADABLE-CAM-016-88540,39.3%,White,45.0,SHA256:FE625ABA27987D10
6990,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:24:58.655697,Car,Unknown,Vehicle,UNREADABLE-CAM-016-88686,52.5%,Blue,462.3,SHA256:C9ED38317FD517A5
6991,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:24:58.656814,Car,Unknown,Vehicle,UNREADABLE-CAM-016-95696,45.9%,Green,124.7,SHA256:C8B9A983A55B550D
6992,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:24:58.659993,Car,Unknown,Vehicle,UNREADABLE-CAM-016-59058,46.9%,Blue,728.4,SHA256:5ED9A636500479CC
6993,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:24:58.661048,Car,Unknown,Vehicle,UNREADABLE-CAM-016-47048,43.5%,Silver/Grey,2065.2,SHA256:BAA25269D2BD51AB
7074,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:26:18.856485,Scooter,Unknown,Vehicle,UNREADABLE-CAM-016-95395,50.5%,Blue,1568.4,SHA256:A09524D3BD0312B7
7075,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:26:18.859577,Ambulance,Unknown,Vehicle,UNREADABLE-CAM-016-50103,44.6%,White,64.7,SHA256:37AF014D0BAEAFE7
7076,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:26:18.860855,Scooter,Unknown,Vehicle,UNREADABLE-CAM-016-44815,52.9%,Silver/Grey,236.6,SHA256:9924C1B418DDE3AF
7077,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:26:18.862440,Car,Unknown,Vehicle,UNREADABLE-CAM-016-19726,52.6%,Blue,1090.4,SHA256:B736A6BAFD9BA4BE
7078,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:26:18.863528,Car,Unknown,Vehicle,UNREADABLE-CAM-016-49144,43.9%,Green,112.9,SHA256:622510C308FE8985
7079,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:26:18.866907,Car,Unknown,Vehicle,UNREADABLE-CAM-016-25538,50.2%,Blue,507.2,SHA256:CF30DE5A6C4669A0
7080,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:26:18.868104,Car,Unknown,Vehicle,UNREADABLE-CAM-016-87947,51.7%,Blue,707.3,SHA256:FA20DB6673E38B84
7167,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:27:38.139624,Scooter,Unknown,Vehicle,UNREADABLE-CAM-016-57250,56.5%,Blue,1298.9,SHA256:82A54322D8345983
7168,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:27:38.143244,Scooter,Unknown,Vehicle,UNREADABLE-CAM-016-31321,54.4%,Silver/Grey,254.2,SHA256:43FAE1B90724FB8A
7169,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:27:38.145313,Ambulance,Unknown,Vehicle,UNREADABLE-CAM-016-96746,48.3%,White,160.5,SHA256:104CE2D205DF1189
7170,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:27:38.146646,Car,Unknown,Vehicle,UNREADABLE-CAM-016-37152,48.8%,Blue,278.3,SHA256:CBC44D204E746BE6
7171,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:27:38.147864,Car,Unknown,Vehicle,UNREADABLE-CAM-016-77898,53.4%,Blue,605.5,SHA256:BD60D720B3B37A67
7172,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:27:38.148909,Car,Unknown,Vehicle,UNREADABLE-CAM-016-76092,43.6%,Green,113.0,SHA256:E84829C56E53C251
7173,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:27:38.152083,Car,Unknown,Vehicle,UNREADABLE-CAM-016-16872,50.5%,Blue,861.5,SHA256:215DD64896D98DB6
7174,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:27:38.153424,Car,Unknown,Vehicle,UNREADABLE-CAM-016-46045,48.2%,Blue,493.9,SHA256:737C8E9E13B1CB3F
7175,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:27:38.154546,Car,Unknown,Vehicle,UNREADABLE-CAM-016-85161,48.1%,Silver/Grey,1704.4,SHA256:587B272EB74769AF
7176,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:27:38.155753,Van,Unknown,Vehicle,UNREADABLE-CAM-016-51530,43.1%,White,208.9,SHA256:EB43F154E6D23EEA
7276,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:28:58.740659,Scooter,Unknown,Vehicle,UNREADABLE-CAM-016-49989,46.1%,Blue,3891.2,SHA256:A0E6ED8EF9A568CF
7277,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:28:58.744896,Ambulance,Unknown,Vehicle,UNREADABLE-CAM-016-44204,52.9%,White,281.1,SHA256:E8259D5CCF6ECE5A
7278,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:28:58.746186,Scooter,Unknown,Vehicle,UNREADABLE-CAM-016-11979,53.5%,Silver/Grey,249.0,SHA256:0DE92355B15A1B82
7279,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:28:58.747576,Car,Unknown,Vehicle,UNREADABLE-CAM-016-11144,28.0%,Green,6.4,SHA256:8C13312F59FC1B24
7280,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:28:58.750603,Car,Unknown,Vehicle,UNREADABLE-CAM-016-84554,51.1%,Blue,658.4,SHA256:0E0AC85EE841F244
7281,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:28:58.751720,Car,Unknown,Vehicle,UNREADABLE-CAM-016-67755,48.9%,Blue,708.4,SHA256:C25B5F7BEDBF6AB4
7282,CAM-016,Visat T Junction P2 RLVD,23.0984,72.5841,2026-09-03 09:28:58.753247,Car,Unknown,Vehicle,UNREADABLE-CAM-016-32482,49.0%,Silver/Grey,1259.2,SHA256:4F66AE4DA58AF9EA
